date,temp_max_c,temp_min_c,humidity_pct
2021-03-14,24.6,13.4,45.1
2021-03-15,20.3,13.0,39.3
2021-03-16,22.6,11.4,45.1
2021-03-17,25.6,13.4,35.4
2021-03-18,22.9,8.7,41.6
2021-03-19,25.1,10.9,43.0
2021-03-20,24.4,13.4,38.7
2021-03-21,22.5,10.9,49.0
2021-03-22,26.0,11.8,42.9
2021-03-23,24.2,12.3,41.2
2021-03-24,23.4,10.2,39.4
2021-03-25,27.0,12.8,42.3
2021-03-26,23.6,12.1,43.4
2021-03-27,22.8,12.3,43.0
2021-03-28,22.7,10.9,38.0
2021-03-29,22.1,13.3,32.6
2021-03-30,23.5,11.2,39.5
2021-03-31,24.2,13.6,42.3
2021-04-01,28.8,15.2,39.5
2021-04-02,30.7,15.5,35.4
2021-04-03,26.7,14.5,34.4
2021-04-04,31.0,16.5,39.1
2021-04-05,31.6,15.1,43.0
2021-04-06,30.5,13.8,33.8
2021-04-07,27.3,17.3,45.2
2021-04-08,26.8,17.5,38.5
2021-04-09,28.3,15.2,38.7
2021-04-10,25.7,14.6,35.1
2021-04-11,29.9,18.9,50.9
2021-04-12,28.4,13.6,38.4
2021-04-13,27.3,18.8,42.3
2021-04-14,27.7,17.3,42.1
2021-04-15,26.1,15.3,39.0
2021-04-16,29.0,16.2,38.6
2021-04-17,29.4,15.2,36.4
2021-04-18,31.7,16.5,41.8
2021-04-19,26.1,15.8,43.3
2021-04-20,26.7,17.5,38.4
2021-04-21,29.7,15.8,40.9
2021-04-22,31.2,15.4,46.3
2021-04-23,27.6,14.7,42.8
2021-04-24,27.1,15.5,43.6
2021-04-25,31.2,13.5,42.0
2021-04-26,32.4,17.7,39.0
2021-04-27,27.9,15.6,35.4
2021-04-28,28.5,15.8,39.4
2021-04-29,31.1,15.7,34.2
2021-04-30,30.9,14.5,38.2
2021-05-01,32.8,18.5,38.0
2021-05-02,32.6,22.1,39.6
2021-05-03,32.8,20.6,45.0
2021-05-04,34.4,20.2,34.1
2021-05-05,31.5,19.2,44.0
2021-05-06,35.3,19.7,41.1
2021-05-07,33.1,18.7,43.0
2021-05-08,34.2,18.5,38.8
2021-05-09,31.5,20.5,47.1
2021-05-10,34.8,20.2,45.3
2021-05-11,33.0,19.9,37.8
2021-05-12,32.6,18.0,44.9
2021-05-13,32.0,18.9,43.6
2021-05-14,35.5,17.9,38.3
2021-05-15,34.5,17.5,43.8
2021-05-16,32.0,18.9,34.7
2021-05-17,34.3,18.3,38.4
2021-05-18,36.8,20.0,56.0
2021-05-19,33.7,18.5,42.4
2021-05-20,35.9,19.0,43.8
2021-05-21,33.9,17.7,42.5
2021-05-22,32.1,17.3,45.5
2021-05-23,34.2,19.1,38.4
2021-05-24,29.4,19.7,41.6
2021-05-25,30.0,18.9,35.9
2021-05-26,33.0,19.2,43.4
2021-05-27,33.4,19.3,37.5
2021-05-28,32.3,18.3,41.1
2021-05-29,33.5,19.9,48.5
2021-05-30,28.4,19.6,41.2
2021-05-31,37.1,20.3,35.4
2021-06-01,35.7,20.3,51.5
2021-06-02,38.9,21.8,48.9
2021-06-03,34.1,18.8,49.4
2021-06-04,35.4,21.8,55.9
2021-06-05,35.4,21.7,41.6
2021-06-06,33.8,20.0,36.1
2021-06-07,34.9,21.4,44.6
2021-06-08,34.9,18.6,40.4
2021-06-09,37.2,22.6,43.3
2021-06-10,35.2,19.6,50.8
2021-06-11,35.7,20.8,47.6
2021-06-12,33.4,19.5,53.1
2021-06-13,34.1,19.9,52.5
2021-06-14,33.3,20.7,43.6
2021-06-15,38.7,21.3,36.3
2021-06-16,34.9,19.9,50.0
2021-06-17,35.4,20.6,48.8
2021-06-18,36.9,20.0,52.6
2021-06-19,34.5,23.0,47.3
2021-06-20,37.2,21.9,56.4
2021-06-21,36.2,21.9,51.3
2021-06-22,32.5,21.1,51.4
2021-06-23,34.4,19.2,46.6
2021-06-24,34.4,23.0,46.2
2021-06-25,37.8,21.0,48.1
2021-06-26,36.0,21.2,40.9
2021-06-27,37.5,21.0,46.2
2021-06-28,35.7,20.8,43.4
2021-06-29,35.9,22.1,47.0
2021-06-30,37.7,20.2,54.8
2021-07-01,35.6,21.5,53.8
2021-07-02,34.9,22.3,53.0
2021-07-03,35.9,20.1,57.1
2021-07-04,35.8,23.9,55.9
2021-07-05,33.8,25.5,54.9
2021-07-06,36.1,22.7,56.2
2021-07-07,33.6,21.3,57.5
2021-07-08,33.8,21.3,55.1
2021-07-09,34.9,22.0,66.2
2021-07-10,36.4,21.7,54.4
2021-07-11,37.9,21.6,53.7
2021-07-12,36.7,22.3,49.6
2021-07-13,35.2,20.9,58.3
2021-07-14,34.4,23.9,56.8
2021-07-15,36.4,22.7,49.8
2021-07-16,36.5,23.5,56.4
2021-07-17,34.4,19.6,45.1
2021-07-18,33.2,21.3,51.5
2021-07-19,36.8,24.4,59.7
2021-07-20,38.0,22.9,53.7
2021-07-21,34.6,22.1,53.4
2021-07-22,35.6,21.5,54.0
2021-07-23,33.3,21.9,57.2
2021-07-24,35.8,20.7,53.7
2021-07-25,33.8,24.9,50.4
2021-07-26,33.0,23.0,53.3
2021-07-27,37.7,24.7,51.6
2021-07-28,34.9,23.0,51.9
2021-07-29,37.1,22.6,59.8
2021-07-30,32.7,21.4,58.0
2021-07-31,44.3,22.9,52.8
2021-08-01,32.8,21.5,58.3
2021-08-02,32.4,23.6,64.5
2021-08-03,35.7,22.3,63.9
2021-08-04,34.6,21.5,60.8
2021-08-05,34.2,21.2,63.0
2021-08-06,32.8,22.2,58.5
2021-08-07,37.7,21.6,56.3
2021-08-08,34.4,21.2,53.9
2021-08-09,36.3,20.2,65.1
2021-08-10,31.8,24.7,56.0
2021-08-11,32.2,21.7,58.8
2021-08-12,35.9,23.4,67.7
2021-08-13,34.3,22.6,59.5
2021-08-14,35.7,22.5,62.2
2021-08-15,37.0,23.4,63.1
2021-08-16,35.6,20.2,63.9
2021-08-17,35.9,22.2,63.1
2021-08-18,36.3,21.6,57.2
2021-08-19,35.6,23.1,62.7
2021-08-20,33.5,19.6,60.3
2021-08-21,34.8,24.9,59.7
2021-08-22,36.9,23.6,61.3
2021-08-23,39.2,23.1,58.8
2021-08-24,36.5,20.9,62.2
2021-08-25,39.7,21.2,57.6
2021-08-26,37.3,21.6,57.2
2021-08-27,35.9,23.1,65.8
2021-08-28,33.4,19.1,52.9
2021-08-29,34.0,21.9,69.9
2021-08-30,35.1,23.5,56.4
2021-08-31,34.7,24.2,58.0
2021-09-01,33.3,22.8,66.5
2021-09-02,34.0,20.1,69.0
2021-09-03,31.2,21.6,67.1
2021-09-04,33.6,20.2,63.3
2021-09-05,32.4,22.5,74.3
2021-09-06,32.4,22.1,71.0
2021-09-07,33.7,18.9,69.3
2021-09-08,31.3,22.7,71.1
2021-09-09,34.1,17.5,70.5
2021-09-10,34.3,19.2,71.9
2021-09-11,33.2,20.8,65.1
2021-09-12,31.2,20.4,80.3
2021-09-13,33.4,21.3,65.4
2021-09-14,31.9,20.3,64.4
2021-09-15,34.6,20.6,71.5
2021-09-16,30.9,22.3,67.9
2021-09-17,34.2,20.9,64.4
2021-09-18,35.2,20.4,67.4
2021-09-19,31.4,21.3,66.4
2021-09-20,33.5,21.5,65.2
2021-09-21,30.5,21.6,71.7
2021-09-22,34.3,19.4,70.4
2021-09-23,33.7,21.4,69.7
2021-09-24,32.4,21.3,71.7
2021-09-25,32.1,19.0,67.6
2021-09-26,33.4,18.4,65.3
2021-09-27,34.1,20.8,68.4
2021-09-28,30.8,22.3,75.0
2021-09-29,32.7,20.0,63.4
2021-09-30,34.6,21.2,64.8
2021-10-01,31.2,19.1,72.4
2021-10-02,25.9,17.9,72.5
2021-10-03,26.8,19.3,75.7
2021-10-04,30.9,17.0,67.2
2021-10-05,30.7,19.4,74.9
2021-10-06,31.2,17.9,68.4
2021-10-07,25.7,19.1,79.1
2021-10-08,28.2,17.4,72.6
2021-10-09,29.7,16.1,67.1
2021-10-10,27.1,20.9,67.1
2021-10-11,30.6,20.7,77.6
2021-10-12,31.6,20.3,65.1
2021-10-13,28.4,17.0,68.8
2021-10-14,33.7,15.7,72.2
2021-10-15,26.8,19.9,75.2
2021-10-16,28.1,20.9,70.3
2021-10-17,31.4,18.5,67.8
2021-10-18,28.3,17.9,72.5
2021-10-19,29.3,21.3,69.2
2021-10-20,28.2,17.0,66.9
2021-10-21,26.4,16.7,73.6
2021-10-22,29.1,17.8,71.4
2021-10-23,31.0,18.9,73.1
2021-10-24,28.0,17.7,66.9
2021-10-25,28.9,16.9,68.5
2021-10-26,28.7,17.7,68.9
2021-10-27,28.1,19.9,68.6
2021-10-28,27.2,18.3,65.6
2021-10-29,27.1,18.2,63.3
2021-10-30,23.2,18.4,74.1
2021-10-31,26.0,16.8,72.3
2021-11-01,20.5,12.8,63.2
2021-11-02,23.7,11.3,71.6
2021-11-03,23.8,14.5,66.7
2021-11-04,20.2,13.8,62.6
2021-11-05,24.1,12.8,66.7
2021-11-06,23.7,15.1,71.1
2021-11-07,22.2,14.0,73.8
2021-11-08,24.9,13.0,67.5
2021-11-09,23.4,15.4,68.1
2021-11-10,24.7,17.1,62.5
2021-11-11,22.2,11.6,61.6
2021-11-12,25.6,14.4,74.5
2021-11-13,20.5,12.8,73.8
2021-11-14,25.9,15.3,71.5
2021-11-15,24.1,14.0,68.1
2021-11-16,25.6,13.8,69.3
2021-11-17,26.7,12.5,65.0
2021-11-18,25.1,13.7,67.4
2021-11-19,27.8,14.6,66.3
2021-11-20,26.0,17.6,63.6
2021-11-21,22.8,14.2,65.4
2021-11-22,27.9,14.8,66.4
2021-11-23,24.9,12.9,65.6
2021-11-24,24.2,17.4,59.0
2021-11-25,24.8,15.9,71.0
2021-11-26,27.5,14.7,68.6
2021-11-27,23.8,12.8,74.5
2021-11-28,21.9,13.9,65.9
2021-11-29,22.6,10.9,66.5
2021-11-30,24.3,14.2,71.4
2021-12-01,19.7,9.1,63.7
2021-12-02,21.2,8.8,56.4
2021-12-03,18.2,11.5,66.5
2021-12-04,18.4,10.2,65.9
2021-12-05,22.4,9.1,61.5
2021-12-06,22.6,13.4,68.6
2021-12-07,18.0,10.7,61.3
2021-12-08,19.9,9.1,60.6
2021-12-09,20.0,12.6,65.3
2021-12-10,20.8,10.1,59.5
2021-12-11,19.6,11.8,65.8
2021-12-12,23.6,10.4,62.4
2021-12-13,17.1,10.6,55.6
2021-12-14,22.8,9.2,62.5
2021-12-15,17.6,9.3,58.8
2021-12-16,22.1,10.4,57.8
2021-12-17,16.6,9.9,60.6
2021-12-18,18.0,10.9,61.8
2021-12-19,20.2,9.2,60.2
2021-12-20,19.2,7.8,65.0
2021-12-21,20.8,7.6,62.9
2021-12-22,22.1,10.4,67.7
2021-12-23,19.6,10.0,57.3
2021-12-24,18.4,7.5,58.9
2021-12-25,20.5,10.8,67.2
2021-12-26,20.3,8.7,64.2
2021-12-27,19.8,12.5,70.3
2021-12-28,21.8,8.4,60.4
2021-12-29,20.4,9.0,64.6
2021-12-30,21.3,11.2,63.4
2021-12-31,18.4,8.9,62.0
2022-01-01,21.4,11.2,58.9
2022-01-02,19.7,10.0,58.3
2022-01-03,21.4,10.2,48.9
2022-01-04,20.8,9.6,53.2
2022-01-05,20.0,9.4,54.8
2022-01-06,16.0,9.2,57.2
2022-01-07,19.0,6.8,56.8
2022-01-08,20.3,9.3,56.7
2022-01-09,18.4,8.1,57.1
2022-01-10,18.4,9.3,68.0
2022-01-11,20.3,9.2,48.5
2022-01-12,19.2,10.1,52.2
2022-01-13,18.6,5.9,57.2
2022-01-14,18.0,10.0,60.5
2022-01-15,18.8,10.4,56.0
2022-01-16,18.7,8.6,51.6
2022-01-17,21.4,10.3,51.0
2022-01-18,20.6,8.0,49.0
2022-01-19,21.2,7.3,59.7
2022-01-20,19.4,10.3,57.0
2022-01-21,21.1,9.5,57.3
2022-01-22,19.5,10.6,53.4
2022-01-23,20.9,11.2,54.7
2022-01-24,19.8,8.3,53.8
2022-01-25,19.5,8.6,51.5
2022-01-26,19.0,9.3,56.3
2022-01-27,20.3,6.6,60.7
2022-01-28,18.7,8.0,53.5
2022-01-29,19.8,10.3,53.5
2022-01-30,19.3,6.8,55.7
2022-01-31,18.8,8.4,58.5
2022-02-01,24.3,11.5,44.4
2022-02-02,23.8,9.6,47.3
2022-02-03,20.0,10.7,49.7
2022-02-04,21.3,9.7,46.9
2022-02-05,20.3,11.4,45.4
2022-02-06,20.8,9.8,44.5
2022-02-07,20.6,8.0,49.1
2022-02-08,22.0,9.6,53.7
2022-02-09,19.6,10.8,49.4
2022-02-10,20.1,9.7,51.1
2022-02-11,21.2,10.4,53.1
2022-02-12,21.4,7.7,44.6
2022-02-13,22.5,9.9,43.2
2022-02-14,17.5,10.5,53.5
2022-02-15,18.8,7.0,49.5
2022-02-16,20.1,9.6,46.2
2022-02-17,19.4,10.7,51.2
2022-02-18,21.7,9.3,51.6
2022-02-19,20.8,10.9,43.8
2022-02-20,22.2,11.1,52.6
2022-02-21,21.1,10.7,45.2
2022-02-22,22.6,11.1,51.8
2022-02-23,20.4,8.4,47.2
2022-02-24,20.7,9.0,49.9
2022-02-25,22.7,10.6,51.9
2022-02-26,21.8,8.7,45.2
2022-02-27,20.4,11.0,51.2
2022-02-28,21.3,11.5,44.3
2022-03-01,23.8,14.1,43.8
2022-03-02,25.9,9.4,35.4
2022-03-03,22.5,13.4,48.4
2022-03-04,23.0,10.7,38.0
2022-03-05,22.5,12.8,40.8
2022-03-06,27.4,13.0,39.3
2022-03-07,24.5,11.8,45.1
2022-03-08,25.7,11.6,45.5
2022-03-09,25.1,11.9,43.0
2022-03-10,25.3,11.6,39.4
2022-03-11,26.3,12.1,39.7
2022-03-12,24.9,10.0,42.2
2022-03-13,21.6,11.5,35.0
2022-03-14,22.8,13.3,41.3
2022-03-15,21.9,14.4,39.5
2022-03-16,26.7,11.3,36.3
2022-03-17,27.3,11.5,45.0
2022-03-18,26.2,10.2,42.3
2022-03-19,23.0,12.9,42.0
2022-03-20,21.8,12.1,45.0
2022-03-21,23.5,12.8,39.9
2022-03-22,24.0,12.5,42.6
2022-03-23,26.3,13.4,45.3
2022-03-24,25.3,12.3,37.5
2022-03-25,25.9,14.4,42.9
2022-03-26,23.6,12.0,46.8
2022-03-27,24.6,10.7,41.4
2022-03-28,22.7,11.8,38.5
2022-03-29,22.5,14.1,46.1
2022-03-30,21.2,10.7,40.3
2022-03-31,23.4,10.2,45.5
2022-04-01,26.2,17.0,42.8
2022-04-02,28.4,15.2,40.3
2022-04-03,29.3,13.2,35.1
2022-04-04,30.0,15.9,38.4
2022-04-05,27.3,15.1,37.0
2022-04-06,34.0,14.3,46.0
2022-04-07,29.9,16.4,40.8
2022-04-08,28.4,18.3,42.0
2022-04-09,29.0,15.9,40.8
2022-04-10,27.1,15.6,37.6
2022-04-11,30.2,16.9,32.7
2022-04-12,28.7,17.4,35.0
2022-04-13,27.0,17.4,39.5
2022-04-14,28.3,14.4,40.7
2022-04-15,28.1,16.4,41.7
2022-04-16,30.3,15.6,38.0
2022-04-17,29.1,15.9,40.7
2022-04-18,28.1,15.7,37.7
2022-04-19,28.0,16.3,44.5
2022-04-20,28.1,16.9,41.4
2022-04-21,29.3,17.0,37.9
2022-04-22,30.1,16.5,26.4
2022-04-23,29.7,16.9,47.7
2022-04-24,27.2,16.2,41.4
2022-04-25,27.4,17.7,41.8
2022-04-26,27.7,14.4,38.4
2022-04-27,33.2,19.0,30.3
2022-04-28,25.9,17.0,39.6
2022-04-29,27.9,16.9,40.4
2022-04-30,29.6,16.4,35.8
2022-05-01,35.4,18.4,46.5
2022-05-02,34.3,19.1,42.6
2022-05-03,33.0,16.5,40.8
2022-05-04,33.8,16.9,36.2
2022-05-05,35.0,20.2,36.0
2022-05-06,33.9,19.0,45.9
2022-05-07,32.5,18.8,39.1
2022-05-08,33.4,18.9,39.5
2022-05-09,32.5,18.0,44.5
2022-05-10,31.2,16.9,38.2
2022-05-11,35.0,18.4,44.6
2022-05-12,34.4,18.4,45.0
2022-05-13,34.0,19.0,39.3
2022-05-14,33.0,17.3,40.9
2022-05-15,32.0,19.7,43.4
2022-05-16,31.9,20.3,46.7
2022-05-17,33.2,18.0,44.0
2022-05-18,28.7,18.3,44.3
2022-05-19,36.6,18.0,48.1
2022-05-20,37.2,21.7,32.7
2022-05-21,35.0,19.3,46.0
2022-05-22,32.7,18.2,41.1
2022-05-23,35.7,20.2,40.9
2022-05-24,33.7,20.3,44.3
2022-05-25,33.0,18.2,39.1
2022-05-26,32.3,18.3,35.8
2022-05-27,30.5,20.3,37.6
2022-05-28,30.7,19.0,47.8
2022-05-29,35.3,18.5,37.9
2022-05-30,32.1,17.8,39.8
2022-05-31,33.9,17.6,38.9
2022-06-01,34.6,21.0,42.4
2022-06-02,35.8,18.4,42.3
2022-06-03,29.5,21.9,45.0
2022-06-04,37.8,22.5,47.2
2022-06-05,38.9,24.1,48.3
2022-06-06,38.5,19.1,39.9
2022-06-07,35.7,19.5,54.9
2022-06-08,36.5,20.8,44.5
2022-06-09,32.9,21.6,48.6
2022-06-10,36.4,20.7,46.3
2022-06-11,35.5,19.5,49.9
2022-06-12,31.7,21.3,42.5
2022-06-13,35.4,20.3,48.4
2022-06-14,35.3,19.5,54.1
2022-06-15,35.9,21.7,50.7
2022-06-16,33.0,21.5,46.6
2022-06-17,35.7,23.0,47.1
2022-06-18,38.9,20.3,43.8
2022-06-19,34.0,22.9,42.6
2022-06-20,33.4,21.4,49.4
2022-06-21,34.1,21.2,52.6
2022-06-22,34.2,20.5,49.6
2022-06-23,34.0,18.9,46.0
2022-06-24,36.8,22.3,52.0
2022-06-25,35.8,19.8,38.0
2022-06-26,34.9,19.8,52.6
2022-06-27,33.8,20.5,45.7
2022-06-28,38.5,20.4,43.6
2022-06-29,32.8,22.6,46.1
2022-06-30,35.3,20.1,49.1
2022-07-01,37.5,21.7,53.6
2022-07-02,34.9,21.4,56.1
2022-07-03,36.0,23.5,58.3
2022-07-04,32.9,20.6,52.3
2022-07-05,36.7,21.7,50.5
2022-07-06,38.1,21.4,51.8
2022-07-07,36.4,22.0,51.3
2022-07-08,36.4,20.9,55.8
2022-07-09,32.3,19.8,59.0
2022-07-10,36.0,23.0,49.9
2022-07-11,36.7,22.1,50.2
2022-07-12,37.6,22.9,66.9
2022-07-13,35.4,22.6,54.9
2022-07-14,35.3,23.1,60.0
2022-07-15,36.0,21.0,54.2
2022-07-16,39.5,23.2,58.1
2022-07-17,44.7,21.0,50.2
2022-07-18,35.6,24.0,59.5
2022-07-19,35.1,22.0,56.2
2022-07-20,36.6,20.9,54.7
2022-07-21,36.1,23.5,55.9
2022-07-22,38.0,20.6,53.4
2022-07-23,38.8,23.7,59.8
2022-07-24,35.7,20.5,58.1
2022-07-25,42.3,21.7,57.7
2022-07-26,33.4,21.9,52.7
2022-07-27,36.9,22.2,60.6
2022-07-28,35.5,22.3,54.0
2022-07-29,37.3,22.6,58.1
2022-07-30,35.3,20.0,55.4
2022-07-31,38.3,21.5,58.3
2022-08-01,34.0,21.4,68.7
2022-08-02,33.8,23.2,59.8
2022-08-03,36.5,21.6,62.9
2022-08-04,37.1,22.7,60.2
2022-08-05,35.8,23.2,64.8
2022-08-06,33.8,22.2,62.0
2022-08-07,40.9,19.0,68.3
2022-08-08,36.7,21.7,60.2
2022-08-09,36.2,20.6,59.1
2022-08-10,32.9,22.1,64.2
2022-08-11,35.3,22.1,65.7
2022-08-12,31.9,23.3,61.2
2022-08-13,37.7,25.5,68.4
2022-08-14,34.3,23.1,63.9
2022-08-15,32.6,24.3,64.9
2022-08-16,33.4,20.8,62.0
2022-08-17,34.8,24.2,59.8
2022-08-18,38.0,22.1,57.6
2022-08-19,30.4,22.5,61.7
2022-08-20,32.3,22.9,58.4
2022-08-21,35.7,23.0,64.9
2022-08-22,35.9,22.4,60.0
2022-08-23,33.1,22.6,63.8
2022-08-24,37.3,21.6,63.5
2022-08-25,36.9,19.5,60.8
2022-08-26,41.8,20.9,58.2
2022-08-27,36.9,23.5,60.5
2022-08-28,32.7,23.6,62.4
2022-08-29,34.0,21.3,61.1
2022-08-30,35.9,23.2,58.6
2022-08-31,34.8,19.7,59.0
2022-09-01,31.3,20.3,71.5
2022-09-02,32.9,20.7,65.2
2022-09-03,32.9,23.3,65.2
2022-09-04,32.4,23.5,70.9
2022-09-05,31.0,22.6,62.9
2022-09-06,34.1,17.5,64.0
2022-09-07,34.7,20.2,65.1
2022-09-08,33.2,21.1,66.1
2022-09-09,31.9,23.6,74.0
2022-09-10,33.7,19.5,65.9
2022-09-11,32.6,21.8,74.5
2022-09-12,32.1,21.3,66.3
2022-09-13,33.3,20.1,69.5
2022-09-14,35.2,20.5,66.7
2022-09-15,33.3,19.2,75.3
2022-09-16,30.7,20.6,64.5
2022-09-17,35.8,20.4,66.0
2022-09-18,36.5,20.9,64.9
2022-09-19,33.1,21.4,65.0
2022-09-20,32.7,20.8,70.9
2022-09-21,34.5,22.3,67.5
2022-09-22,34.5,20.8,72.7
2022-09-23,33.8,20.5,73.0
2022-09-24,30.3,19.7,64.8
2022-09-25,32.8,19.3,63.2
2022-09-26,29.7,21.2,64.9
2022-09-27,37.1,22.2,63.4
2022-09-28,35.5,21.2,72.4
2022-09-29,31.1,22.7,72.4
2022-09-30,32.3,19.9,66.5
2022-10-01,29.6,21.5,77.3
2022-10-02,31.8,17.8,68.7
2022-10-03,29.8,17.7,68.1
2022-10-04,28.7,19.3,69.8
2022-10-05,29.5,17.7,69.2
2022-10-06,28.5,19.9,71.0
2022-10-07,31.8,17.8,74.3
2022-10-08,26.6,17.5,69.8
2022-10-09,27.9,17.9,66.3
2022-10-10,28.8,17.1,70.0
2022-10-11,28.5,16.7,68.4
2022-10-12,29.1,16.3,70.4
2022-10-13,31.3,17.8,72.2
2022-10-14,30.2,17.0,75.3
2022-10-15,33.6,16.6,78.7
2022-10-16,27.8,20.1,62.7
2022-10-17,31.1,18.3,64.9
2022-10-18,27.6,16.6,66.4
2022-10-19,29.8,17.8,59.9
2022-10-20,28.5,18.7,70.4
2022-10-21,32.1,15.5,71.0
2022-10-22,29.1,19.1,64.6
2022-10-23,26.7,17.8,70.3
2022-10-24,25.8,18.6,70.0
2022-10-25,30.4,14.4,72.0
2022-10-26,27.5,17.4,73.2
2022-10-27,32.1,18.3,69.6
2022-10-28,31.5,16.8,69.4
2022-10-29,28.2,16.7,70.8
2022-10-30,32.8,18.4,72.0
2022-10-31,29.0,19.7,70.8
2022-11-01,22.5,14.2,73.8
2022-11-02,23.9,15.8,67.7
2022-11-03,27.8,14.5,70.7
2022-11-04,23.6,15.3,67.1
2022-11-05,21.4,14.5,63.2
2022-11-06,26.8,15.2,68.1
2022-11-07,25.3,10.4,74.2
2022-11-08,22.9,15.0,78.3
2022-11-09,21.2,13.5,69.4
2022-11-10,24.8,11.7,64.3
2022-11-11,26.8,13.2,70.3
2022-11-12,21.6,12.8,60.7
2022-11-13,24.6,15.7,68.4
2022-11-14,23.6,14.4,69.9
2022-11-15,23.6,14.9,75.9
2022-11-16,28.1,13.3,62.9
2022-11-17,27.6,15.5,72.9
2022-11-18,25.2,13.8,72.0
2022-11-19,26.1,15.7,63.7
2022-11-20,26.0,13.6,66.6
2022-11-21,24.7,13.6,77.3
2022-11-22,25.1,14.5,67.3
2022-11-23,24.5,13.8,70.4
2022-11-24,25.7,15.3,63.0
2022-11-25,23.5,14.2,63.1
2022-11-26,24.8,13.9,68.3
2022-11-27,24.8,13.2,74.3
2022-11-28,26.0,13.3,69.9
2022-11-29,25.4,13.0,66.6
2022-11-30,25.4,10.5,62.7
2022-12-01,20.7,11.0,58.8
2022-12-02,21.6,13.2,63.4
2022-12-03,20.0,10.2,58.5
2022-12-04,21.1,10.3,65.5
2022-12-05,22.7,10.1,63.3
2022-12-06,20.7,12.5,56.7
2022-12-07,20.1,9.2,63.1
2022-12-08,21.6,10.2,65.5
2022-12-09,20.4,9.1,59.9
2022-12-10,17.6,10.4,61.0
2022-12-11,21.6,11.5,59.0
2022-12-12,18.1,10.9,59.0
2022-12-13,20.5,11.0,61.0
2022-12-14,23.3,9.0,64.3
2022-12-15,19.4,6.0,61.9
2022-12-16,19.8,10.9,62.0
2022-12-17,18.8,9.4,61.3
2022-12-18,21.5,9.7,67.5
2022-12-19,21.6,9.1,66.7
2022-12-20,16.0,10.1,58.6
2022-12-21,19.9,11.7,62.5
2022-12-22,19.8,11.9,59.5
2022-12-23,18.6,11.5,65.0
2022-12-24,17.5,10.3,65.7
2022-12-25,19.8,9.5,63.1
2022-12-26,20.5,9.1,65.9
2022-12-27,17.2,10.0,71.1
2022-12-28,18.2,10.0,53.4
2022-12-29,18.6,8.5,62.8
2022-12-30,19.2,12.7,58.8
2022-12-31,20.0,10.4,65.1
2023-01-01,20.7,6.9,63.8
2023-01-02,18.5,8.1,48.4
2023-01-03,18.3,6.6,55.8
2023-01-04,18.0,9.6,51.9
